Категория,Ссылка на товар,Полное название,Бренд,Тип товара,Название у поставщика,Состав,Назначение,Описание
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/forel-file-kusok-na-kozhe-hk-vu-rossiya-150g-594455/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/forel-file-kusok-hk-vu-rossiya-130g-888443/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/kambala-vyalenaya-ves-rossiya-516139/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/rk-gorbusha-tihookeanskaya-kuski-v-naturalnojj-zalivke-st-rossiya-200g-709251/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/krabovye-palochki-ohlazhdennye--imitaciya-surimi--rossiya-220g-598290/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
8   undetected_chromedriver             0x00000001032926a7 undetected_chromedriver + 6547111
9   undetected_chromedriver             0x0000000103296a94 undetected_chromedriver + 6564500
10  undetected_chromedriver             0x000000010327245a undetected_chromedriver + 6415450
11  undetected_chromedriver             0x0000000103297518 undetected_chromedriver + 6567192
12  undetected_chromedriver             0x0000000103261830 undetected_chromedriver + 6346800
13  undetected_chromedriver             0x0000000102c86bd3 undetected_chromedriver + 207827
14  dyld                                0x0000000203ff6781 start + 3457
",,,,,,
"Рыба, икра, морепродукты",https://lenta.com/product/ryba-file-s-sousom-pesto-s-otvarnojj-sveklojj-rossiya-170g-749646/,"Ошибка: Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#invalidsessionidexception
Stacktrace:
0   undetected_chromedriver             0x00000001032da988 undetected_chromedriver + 6842760
1   undetected_chromedriver             0x00000001032d1ffa undetected_chromedriver + 6807546
2   undetected_chromedriver             0x0000000102cc28d0 undetected_chromedriver + 452816
3   undetected_chromedriver             0x0000000102d09094 undetected_chromedriver + 741524
4   undetected_chromedriver             0x0000000102d3ca66 undetected_chromedriver + 952934
5   undetected_chromedriver             0x0000000102d36d71 undetected_chromedriver + 929137
6   undetected_chromedriver             0x0000000102d36577 undetected_chromedriver + 927095
7   undetected_chromedriver             0x0000000102c88f4f undetected_chromedriver + 216911
